"gene","GO_ID","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0043231","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0043232","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0043933","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044085","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044237","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044422","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044424","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044427","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044428","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044430","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044444","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044446","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044463","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044464","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0044703","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045087","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045165","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045169","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045184","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045197","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045198","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045478","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",0.0246093957505696,0.998872458761664,2,4,"fusome organization","BP","cell organization and biogenesis","P"
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045503","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045505","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045595","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045597","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045664","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045666","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045787","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045840","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0045931","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0046602","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",0.0140291645692916,0.999661476608108,2,3,"regulation of mitotic centrosome separation","BP","cell organization and biogenesis","P"
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0046604","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0046605","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0046607","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0046907","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0047496","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0047497","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048134","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048311","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048468","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048469","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048477","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048489","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048513","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048518","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a","GO:0048522","45351.EDO43994","0","7863","COG5245@1|root; KOG3595@2759|Eukaryota; 38BS8@33154|Opisthokonta; 3BHTB@33208|Metazoa","33208|Metazoa","Z",NA,NA,NA,"ko:K10413","ko04145; ko04962; ko05132; map04145; map04962; map05132",NA,NA,NA,"ko00000; ko00001; ko03036; ko04147; ko04812",NA,NA,NA,"AAA_5; AAA_6; AAA_7; AAA_8; AAA_9; DHC_N1; DHC_N2; Dynein_heavy; MT",NA,NA,NA,NA,NA,NA,NA,NA
